city,area,expenditures,communal_meal_parti,common_purchase_food_parti,community_workshop_parti,work_exchange_parti,fundraising_parti,communal_child_care_parti,prepare_for_fund_parti,communal_construction_parti,property_invasion_parti,security_committee_parti,election_champaign_parti,denomination,religiousness,bins,n_bins,binnr,score2_1,score2_2,score2_1sq,score2_2sq,score2_1cu,score2_2cu,moremoneyold,moremoneynew,winnersvsalwayslosers,losersvsalwayswinners,group,householdsize,ageresponder,schooling_resp,protestant,attendance,attendpermonth,Received_BDH
quito,el condado,112,0,0,0,0,0,0,0,0,0,0,0,catholic,7,34.599998,120,8,-1.8999993,0,3.6099973,0,-6.8589921,0,0,1,1,,winners,1,64,2,0,once a month,1,1
quito,el condado,115,0,0,0,0,0,0,0,0,0,0,0,catholic,10,38.599998,126,18,2.2639985,2.2639985,5.125689,5.125689,11.604553,11.604553,0,0,0,,always-losers,2,65,0,0,once a week,4,0
quito,carcelen,265,0,0,0,0,0,0,0,1,0,0,0,catholic,8,35.400002,120,10,-.99699938,0,.99400777,0,-.99102515,0,0,1,1,,winners,6,25,9,0,once a month,1,1
quito,el condado,135,0,0,0,0,0,0,0,1,0,1,1,non-catholic christian,9,34.200001,121,7,-2.0280013,0,4.1127892,0,-8.3407421,0,1,1,,1,always-winners,4,36,7,1,once a week,4,1
quito,el condado,788,0,0,0,0,0,0,0,0,0,0,0,catholic,8,40.200001,116,22,3.9629998,3.9629998,15.705368,15.705368,62.240368,62.240368,0,0,0,,always-losers,3,30,12,0,only for special occasions,0,0
quito,el condado,383,0,0,0,0,0,0,0,0,0,0,0,non-catholic christian,7,32.599998,81,3,-3.6149993,0,13.06822,0,-47.241604,0,1,1,,1,always-winners,4,29,1,1,never,0,1
quito,el condado,272,1,0,0,0,0,0,1,1,0,1,0,catholic,8,35.799999,117,11,-.79800189,0,.63680702,0,-.50817317,0,1,1,,1,always-winners,3,29,6,0,once a week,4,1
quito,el condado,200,0,0,0,0,0,0,0,1,0,0,0,catholic,5,32.200001,94,2,-4.1190009,0,16.966169,0,-69.883667,0,1,1,,1,always-winners,5,27,6,0,2 to 3 times a month,2.5,1
quito,el condado,352,0,0,1,0,0,0,0,0,0,0,0,catholic,9,32.599998,81,3,-3.6579986,0,13.380954,0,-48.94751,0,1,1,,1,always-winners,4,32,7,0,2 to 3 times a month,2.5,1
guayaquil,tarqui,50,0,0,0,0,0,0,0,0,0,0,0,non-catholic christian,7,36.200001,171,12,-.34399948,0,.11833564,0,-.040707398,0,0,1,1,,winners,2,58,3,1,every day,30,1
guayaquil,pascuales,230,1,1,0,1,1,0,0,0,0,0,0,catholic,4,32.200001,94,2,-4.2010016,0,17.648415,0,-74.141022,0,0,1,1,,winners,5,27,12,0,only for special occasions,0,1
guayaquil,pascuales,150,0,0,0,0,0,0,0,0,0,0,0,catholic,5,33.799999,112,6,-2.4829993,0,6.1652856,0,-15.3084,0,0,1,1,,winners,5,39,8,0,once a week,4,1
guayaquil,tarqui,250,1,1,0,0,0,0,0,1,0,0,0,catholic,9,36.200001,171,12,-.21299896,0,.045368556,0,-.0096634552,0,0,1,1,,winners,5,44,9,0,2 to 3 times a week,10,1
guayaquil,pascuales,300,0,0,0,0,0,0,0,0,0,0,0,non-catholic christian,5,35.799999,117,11,-.44400176,0,.19713756,0,-.087529428,0,0,1,1,,winners,3,53,6,1,once a week,4,1
guayaquil,tarqui,220,0,0,0,0,0,0,0,0,0,0,0,non-catholic christian,9,36.200001,171,12,-.32999954,0,.1088997,0,-.035936847,0,0,1,1,,winners,4,66,0,1,2 to 3 times a week,10,1
guayaquil,tarqui,350,0,0,0,0,0,0,0,0,0,0,0,catholic,5,33.799999,112,6,-2.5189986,0,6.3453541,0,-15.983938,0,0,1,1,,winners,5,41,6,0,only for special occasions,0,1
quito,carcelen,311,0,0,0,0,0,0,0,0,0,0,0,catholic,10,33.799999,112,6,-2.5000014,0,6.2500072,0,-15.625027,0,0,1,1,,winners,3,49,6,0,once a month,1,1
quito,carcelen,129,0,0,0,0,0,0,0,1,0,0,0,catholic,9,32.599998,81,3,-3.9489989,0,15.594592,0,-61.583031,0,0,1,1,,winners,4,35,12,0,2 to 3 times a month,2.5,0
quito,el condado,370,0,0,0,0,0,0,0,1,0,0,0,catholic,9,34.200001,121,7,-2.1390014,0,4.5753269,0,-9.7866306,0,0,1,1,,winners,4,27,9,0,never,0,0
quito,carcelen,246,0,0,0,0,1,0,0,1,0,1,0,non-catholic christian,9,33.799999,112,6,-2.6530013,0,7.0384159,0,-18.672926,0,0,1,1,,winners,3,35,10,1,2 to 3 times a month,2.5,0
quito,el condado,186,0,1,1,1,1,1,1,1,0,0,0,catholic,8,36.200001,171,12,-.14000091,0,.019600255,0,-.0027440535,0,0,1,1,,winners,4,29,12,0,2 to 3 times a month,2.5,1
quito,comité del pueblo,380,0,0,0,0,0,0,0,0,0,1,0,catholic,8,34.599998,120,8,-1.7689987,0,3.1293566,0,-5.5358276,0,0,1,1,,winners,6,30,12,0,2 to 3 times a month,2.5,1
guayaquil,tarqui,365,0,0,0,0,0,0,0,0,0,0,0,catholic,10,35.799999,117,11,-.65300143,0,.42641085,0,-.27844691,0,0,1,1,,winners,7,44,6,0,only for special occasions,0,1
guayaquil,tarqui,30,0,0,0,0,0,0,0,0,0,0,0,catholic,8,34.599998,120,8,-1.6960007,0,2.8764184,0,-4.8784075,0,0,1,1,,winners,1,66,6,0,once a week,4,1
guayaquil,tarqui,240,0,1,0,0,0,0,1,1,0,1,1,catholic,8,32.200001,94,2,-4.1069999,0,16.867449,0,-69.274605,0,0,1,1,,winners,3,43,9,0,once a week,4,1
guayaquil,pascuales,250,0,0,0,0,0,0,0,1,0,0,0,catholic,2,32.200001,94,2,-4.0700011,0,16.564909,0,-67.419197,0,0,1,1,,winners,8,38,0,0,never,0,1
guayaquil,tarqui,200,1,0,1,0,1,1,0,1,0,0,0,non-catholic christian,5,33.799999,112,6,-2.5049987,0,6.2750182,0,-15.718913,0,0,1,1,,winners,5,28,6,1,2 to 3 times a month,2.5,1
guayaquil,tarqui,150,0,0,0,0,0,0,0,0,0,0,0,non-catholic christian,6,35.799999,117,11,-.78000033,0,.60840052,0,-.4745526,0,0,1,1,,winners,3,38,6,1,less than once a month,0,1
guayaquil,tarqui,200,0,0,0,0,0,0,0,0,0,0,0,catholic,8,33.400002,113,5,-3.1950011,0,10.208033,0,-32.614674,0,0,1,1,,winners,4,30,12,0,4 to 6 times a week,20,1
guayaquil,tarqui,200,0,0,0,1,0,0,0,1,0,0,0,catholic,10,33,102,4,-3.5309997,0,12.467958,0,-44.024357,0,0,1,1,,winners,5,30,9,0,once a month,1,1
guayaquil,tarqui,300,0,0,0,0,1,0,0,0,0,0,0,catholic,8,32.200001,94,2,-4.3569999,0,18.983448,0,-82.710876,0,0,1,1,,winners,4,65,6,0,once a week,4,1
guayaquil,tarqui,300,0,0,0,0,1,1,0,1,0,0,0,catholic,8,33,102,4,-3.5010009,0,12.257008,0,-42.911793,0,0,1,1,,winners,4,45,14,0,once a week,4,1
guayaquil,tarqui,300,0,0,0,0,0,0,0,0,0,0,0,non-catholic christian,7,33,102,4,-3.2389998,0,10.49112,0,-33.980736,0,0,1,1,,winners,2,50,9,1,2 to 3 times a month,2.5,1
guayaquil,tarqui,350,0,0,0,0,0,0,0,0,0,0,0,catholic,5,32.200001,94,2,-4.3179984,0,18.645111,0,-80.50956,0,0,1,1,,winners,4,30,12,0,less than once a month,0,0
guayaquil,tarqui,350,0,0,0,0,1,0,0,1,0,0,0,catholic,8,34.599998,120,8,-1.9260002,0,3.7094769,0,-7.1444535,0,0,1,1,,winners,5,32,9,0,only for special occasions,0,1
guayaquil,tarqui,250,0,0,0,0,0,0,0,0,0,0,0,catholic,5,35.400002,120,10,-1.1919991,0,1.4208618,0,-1.693666,0,0,1,1,,winners,5,51,6,0,once a week,4,1
guayaquil,tarqui,250,0,0,0,0,0,0,0,0,0,0,0,non-catholic christian,6,32.200001,94,2,-4.2590003,0,18.139084,0,-77.254364,0,0,1,1,,winners,6,52,9,1,less than once a month,0,0
guayaquil,tarqui,200,0,0,1,0,0,1,1,1,0,0,1,catholic,9,33.799999,112,6,-2.4600005,0,6.0516024,0,-14.886946,0,0,1,1,,winners,2,34,10,0,4 to 6 times a week,20,1
guayaquil,tarqui,120,0,0,0,0,0,0,0,0,0,0,0,non-catholic christian,10,32.599998,81,3,-3.9520011,0,15.618313,0,-61.723587,0,0,1,1,,winners,3,62,2,1,2 to 3 times a week,10,1
guayaquil,tarqui,180,0,0,0,0,0,0,0,0,0,0,0,catholic,5,34.200001,121,7,-2.2209983,0,4.9328332,0,-10.955814,0,0,1,1,,winners,3,48,11,0,only for special occasions,0,1
guayaquil,tarqui,300,0,0,0,0,0,0,0,0,0,0,0,catholic,10,33.400002,113,5,-3.0560012,0,9.3391428,0,-28.540432,0,0,1,1,,winners,5,35,1,0,2 to 3 times a month,2.5,0
quito,comité del pueblo,207,0,0,0,0,0,0,1,1,0,0,1,catholic,10,33.799999,112,6,-2.5630012,0,6.568975,0,-16.83629,0,0,1,1,,winners,9,62,1,0,4 to 6 times a week,20,1
quito,comité del pueblo,500,0,0,0,0,0,0,0,0,0,0,0,catholic,10,35,146,9,-1.594999,0,2.5440216,0,-4.0577121,0,0,1,1,,winners,5,40,8,0,never,0,0
quito,comité del pueblo,220,0,0,0,0,0,0,0,1,0,0,0,non-catholic christian,8,39.400002,133,20,2.9540009,2.9540009,8.7261219,8.7261219,25.776972,25.776972,0,0,0,,always-losers,4,29,12,1,once a week,4,0
quito,ponceano,220,0,0,0,0,0,0,0,0,0,0,0,catholic,7,31.799999,47,1,-4.4110007,0,19.456928,0,-85.824524,0,1,1,,1,always-winners,5,30,9,0,2 to 3 times a month,2.5,1
quito,comité del pueblo,505,0,0,0,0,0,0,0,0,0,0,0,catholic,5,35.799999,117,11,-.65099871,0,.42379934,0,-.27589282,0,1,1,,1,always-winners,6,46,6,0,2 to 3 times a week,10,0
guayaquil,tarqui,260,0,0,0,0,0,0,0,0,0,0,0,catholic,2,32.200001,94,2,-4.3540015,0,18.957329,0,-82.540237,0,0,1,1,,winners,6,30,6,0,never,0,1
guayaquil,tarqui,380,0,0,0,0,0,0,0,0,0,0,0,non-catholic christian,6,35.799999,117,11,-.5389992,0,.29052013,0,-.15659012,0,0,1,1,,winners,3,32,6,1,once a week,4,1
guayaquil,tarqui,250,0,0,0,0,0,0,0,0,0,0,0,catholic,6,33.400002,113,5,-3.1880012,0,10.163351,0,-32.400776,0,0,1,1,,winners,4,29,7,0,only for special occasions,0,1
guayaquil,tarqui,200,0,0,0,0,0,0,0,1,0,0,0,catholic,10,35,146,9,-1.4979988,0,2.2440004,0,-3.36151,0,0,1,1,,winners,6,44,6,0,once a week,4,1
guayaquil,tarqui,400,0,0,0,0,0,0,0,0,0,0,0,catholic,8,34.599998,120,8,-1.6680008,0,2.7822268,0,-4.6407566,0,0,1,1,,winners,5,41,1,0,once a week,4,0
guayaquil,tarqui,650,0,0,0,0,0,0,0,0,0,0,0,catholic,10,33.799999,112,6,-2.466001,0,6.081161,0,-14.99615,0,1,1,,1,always-winners,5,37,12,0,less than once a month,0,1
guayaquil,tarqui,450,0,0,0,0,0,0,0,1,0,0,0,catholic,8,35,146,9,-1.2240006,0,1.4981774,0,-1.83377,0,0,1,1,,winners,6,43,6,0,once a month,1,1
guayaquil,tarqui,220,0,0,0,0,0,0,0,0,0,0,0,catholic,5,34.599998,120,8,-1.9510018,0,3.8064079,0,-7.4263086,0,0,1,1,,winners,3,40,8,0,never,0,1
guayaquil,tarqui,250,0,0,0,0,1,0,0,1,0,0,0,catholic,9,36.200001,171,12,-.10600052,0,.011236111,0,-.0011910335,0,0,1,1,,winners,2,52,8,0,2 to 3 times a month,2.5,1
guayaquil,tarqui,220,0,0,0,0,0,0,0,0,0,0,0,other,5,35.400002,120,10,-1.1960007,0,1.4304177,0,-1.7107805,0,0,1,1,,winners,5,32,6,0,once a week,4,0
guayaquil,tarqui,160,0,0,0,0,1,0,0,1,0,0,0,atheist/none,0,35,146,9,-1.5300003,0,2.3409009,0,-3.5815792,0,0,1,1,,winners,4,27,6,0,never,0,1
guayaquil,tarqui,400,0,0,0,0,1,0,0,1,0,0,0,catholic,4,32.200001,94,2,-4.2920012,0,18.421274,0,-79.064133,0,0,1,1,,winners,5,31,6,0,less than once a month,0,1
guayaquil,tarqui,240,0,0,0,0,0,0,0,1,0,1,0,catholic,10,35.400002,120,10,-1.1480004,0,1.3179048,0,-1.5129552,0,0,1,1,,winners,4,32,12,0,once a week,4,0
guayaquil,tarqui,120,0,0,0,0,0,0,0,0,0,0,0,non-catholic christian,10,35,146,9,-1.337999,0,1.7902412,0,-2.3953409,0,0,1,1,,winners,2,31,14,1,2 to 3 times a week,10,0
guayaquil,tarqui,250,0,0,0,0,1,0,1,0,0,0,0,catholic,8,35,146,9,-1.4450012,0,2.0880287,0,-3.0172038,0,1,1,,1,always-winners,5,32,13,0,only for special occasions,0,1
guayaquil,tarqui,500,0,0,0,0,0,0,0,0,0,0,0,catholic,5,35.400002,120,10,-1.1499993,0,1.3224983,0,-1.5208721,0,0,1,1,,winners,5,33,11,0,4 to 6 times a week,20,1
guayaquil,tarqui,300,0,0,0,0,0,0,0,0,0,0,0,non-catholic christian,5,35.400002,120,10,-1.1089989,0,1.2298785,0,-1.3639339,0,0,1,1,,winners,5,64,0,1,4 to 6 times a week,20,0
quito,el condado,282,0,0,0,0,0,0,0,0,0,0,0,catholic,9,35.400002,120,10,-1.1589981,0,1.3432766,0,-1.5568552,0,0,1,1,,winners,6,66,3,0,less than once a month,0,1
quito,el condado,344,0,0,0,0,0,0,0,0,0,0,1,catholic,8,35.400002,120,10,-1.1419998,0,1.3041637,0,-1.4893546,0,0,1,1,,winners,3,37,2,0,once a month,1,1
guayaquil,tarqui,300,0,0,0,0,0,0,0,0,0,0,0,catholic,10,32.599998,81,3,-3.9590011,0,15.67369,0,-62.052155,0,0,1,1,,winners,5,45,6,0,2 to 3 times a month,2.5,1
quito,el condado,305,0,0,0,0,0,0,0,0,0,0,0,catholic,10,33,102,4,-3.4670005,0,12.020092,0,-41.673668,0,0,1,1,,winners,4,65,6,0,once a week,4,0
quito,cochapamba,305,0,0,0,0,0,0,0,0,0,0,0,catholic,5,32.599998,81,3,-3.8229995,0,14.615325,0,-55.874378,0,0,1,1,,winners,5,62,6,0,never,0,0
quito,san isidro del inca,560,0,0,0,0,0,0,0,0,0,0,0,catholic,10,39,110,19,2.5850015,2.5850015,6.6822324,6.6822324,17.273581,17.273581,0,0,0,,always-losers,4,41,12,0,once a week,4,0
quito,san isidro del inca,129,0,0,0,0,0,0,0,1,0,0,0,catholic,9,35.799999,117,11,-.45200118,0,.20430507,0,-.092346132,0,1,1,,1,always-winners,3,58,3,0,once a week,4,1
quito,san isidro del inca,433,0,0,0,0,0,0,0,0,0,0,0,catholic,10,32.200001,94,2,-4.3869987,0,19.245758,0,-84.431114,0,1,1,,1,always-winners,5,29,6,0,2 to 3 times a month,2.5,0
quito,san isidro del inca,365,0,0,0,0,0,0,0,1,0,0,0,non-catholic christian,10,35.799999,117,11,-.51199877,0,.26214275,0,-.13421676,0,1,1,,1,always-winners,5,37,8,1,2 to 3 times a month,2.5,1
quito,san isidro del inca,240,0,0,0,0,0,0,0,1,0,0,0,catholic,8,35,146,9,-1.2599999,0,1.5875996,0,-2.0003753,0,1,1,,1,always-winners,3,50,0,0,2 to 3 times a month,2.5,1
quito,san isidro del inca,370,0,0,0,0,0,0,0,0,0,0,0,catholic,3,40.200001,116,22,3.928,3.928,15.429184,15.429184,60.605835,60.605835,0,0,0,,always-losers,5,37,6,0,2 to 3 times a month,2.5,0
quito,san isidro del inca,471,0,0,0,0,0,0,0,1,0,1,0,catholic,10,35,146,9,-1.4979988,0,2.2440004,0,-3.36151,0,0,1,1,,winners,3,37,4,0,2 to 3 times a month,2.5,1
quito,san isidro del inca,270,0,1,1,0,0,1,1,1,0,0,0,non-catholic christian,8,36.200001,171,12,-.27499923,0,.075624578,0,-.020796701,0,0,1,1,,winners,2,37,13,1,every day,30,1
quito,san isidro del inca,600,0,0,0,0,0,0,0,0,0,0,0,catholic,10,33.799999,112,6,-2.5889983,0,6.7029123,0,-17.353828,0,0,1,1,,winners,7,56,1,0,once a month,1,1
quito,la libertad,253,0,0,1,0,0,0,0,0,0,0,0,other,10,39.799999,139,21,3.5809999,3.5809999,12.82356,12.82356,45.921165,45.921165,1,0,,0,losers,4,43,6,0,once a week,4,0
quito,cochapamba,139,0,0,0,1,0,0,0,0,0,0,0,non-catholic christian,9,32.599998,81,3,-3.8820014,0,15.069935,0,-58.501507,0,1,1,,1,always-winners,4,26,9,1,2 to 3 times a month,2.5,1
quito,la argelia,313,0,0,0,0,0,0,0,0,0,0,0,catholic,5,36.200001,171,12,-.057000734,0,.0032490836,0,-.00018520016,0,0,1,1,,winners,3,35,12,0,once a week,4,1
quito,la libertad,328,1,0,0,0,0,0,0,0,0,0,0,non-catholic christian,10,32.599998,81,3,-3.8869987,0,15.108759,0,-58.727722,0,1,1,,1,always-winners,4,37,6,1,2 to 3 times a month,2.5,1
quito,cochapamba,320,0,0,0,1,0,0,0,0,0,0,0,catholic,10,35.400002,120,10,-.97400057,0,.94867712,0,-.92401206,0,0,1,1,,winners,7,40,0,0,once a week,4,0
quito,san juan,460,0,0,0,0,0,0,0,0,0,0,0,catholic,5,39,110,19,2.5450006,2.5450006,6.4770279,6.4770279,16.484039,16.484039,1,0,,0,losers,9,38,3,0,once a month,1,0
guayaquil,tarqui,100,0,0,0,0,0,0,0,0,0,0,0,catholic,6,31.799999,47,1,-4.4889998,0,20.151119,0,-90.458374,0,0,1,1,,winners,1,54,6,0,2 to 3 times a month,2.5,1
guayaquil,febres cordero,300,0,0,0,0,1,0,0,0,0,0,0,non-catholic christian,8,33.799999,112,6,-2.401998,0,5.7695947,0,-13.858555,0,0,1,1,,winners,3,66,6,1,2 to 3 times a week,10,1
guayaquil,tarqui,300,0,0,0,0,0,0,0,0,0,0,0,catholic,8,33.400002,113,5,-3.1750007,0,10.080629,0,-32.006004,0,0,1,1,,winners,5,24,7,0,only for special occasions,0,1
guayaquil,tarqui,400,0,0,0,0,0,0,0,0,0,0,0,non-catholic christian,8,35,146,9,-1.3659989,0,1.8659528,0,-2.5488896,0,0,1,1,,winners,5,31,12,1,every day,30,1
quito,puengasi,170,0,0,0,0,0,0,0,1,0,0,0,catholic,8,32.599998,81,3,-3.8589988,0,14.891871,0,-57.467712,0,0,1,1,,winners,3,29,6,0,2 to 3 times a month,2.5,1
quito,puengasi,240,0,0,0,0,0,0,0,0,0,0,0,catholic,9,39.799999,139,21,3.5629983,3.5629983,12.694957,12.694957,45.232109,45.232109,0,0,0,,always-losers,3,44,3,0,once a month,1,0
quito,centro historico,105,0,0,0,0,0,0,0,0,0,0,0,catholic,8,39,110,19,2.678,2.678,7.1716838,7.1716838,19.205769,19.205769,1,0,,0,losers,4,49,10,0,once a week,4,0
sto domingo,santo domingo,110,1,0,0,0,1,0,0,0,0,0,0,catholic,8,32.599998,81,3,-3.7899985,0,14.364089,0,-54.439877,0,1,1,,1,always-winners,3,59,0,0,2 to 3 times a week,10,1
quito,chilibulo,217,0,0,0,0,0,0,0,0,0,0,0,catholic,4,32.200001,94,2,-4.0389991,0,16.313513,0,-65.890266,0,1,1,,1,always-winners,4,39,8,0,2 to 3 times a month,2.5,0
quito,chilibulo,99,0,0,0,0,0,0,0,1,0,0,0,catholic,5,39.400002,133,20,2.8500009,2.8500009,8.1225052,8.1225052,23.149145,23.149145,0,0,0,,always-losers,3,58,2,0,2 to 3 times a month,2.5,0
guayaquil,tarqui,450,0,0,0,0,0,0,0,0,0,0,0,non-catholic christian,8,34.200001,121,7,-2.1309981,0,4.541153,0,-9.6771889,0,0,1,1,,winners,5,66,6,1,2 to 3 times a week,10,1
guayaquil,febres cordero,240,0,0,0,0,0,0,0,0,0,0,0,catholic,4,35.400002,120,10,-1.1929985,0,1.4232454,0,-1.6979297,0,0,1,1,,winners,2,40,12,0,only for special occasions,0,1
guayaquil,chongon,290,0,0,0,0,0,0,0,0,0,0,0,catholic,7,40.599998,144,23,4.3119988,4.3119988,18.593334,18.593334,80.174438,80.174438,0,0,0,,always-losers,4,33,8,0,less than once a month,0,0
guayaquil,febres cordero,300,0,0,0,0,0,0,0,0,0,0,0,catholic,8,35,146,9,-1.3869988,0,1.9237655,0,-2.6682606,0,0,1,1,,winners,4,37,17,0,once a month,1,0
guayaquil,chongon,230,0,0,0,0,0,0,0,0,0,0,0,catholic,6,34.200001,121,7,-2.1040015,0,4.4268222,0,-9.3140411,0,0,1,1,,winners,3,48,6,0,2 to 3 times a month,2.5,1
guayaquil,ximena,260,1,0,0,0,0,0,0,0,0,0,0,catholic,9,31.799999,47,1,-4.4180007,0,19.51873,0,-86.233765,0,0,1,1,,winners,7,46,6,0,2 to 3 times a week,10,1
guayaquil,ximena,250,0,0,0,0,1,0,0,0,0,0,0,catholic,8,39.799999,139,21,3.5409989,3.5409989,12.538673,12.538673,44.399429,44.399429,0,0,0,,always-losers,5,57,7,0,only for special occasions,0,0
quito,la argelia,218,0,0,0,0,0,0,0,0,0,0,0,catholic,10,39,110,19,2.6659989,2.6659989,7.1075501,7.1075501,18.948721,18.948721,1,0,,0,losers,3,49,6,0,once a week,4,0
sto domingo,bamboli,400,0,0,0,0,0,0,0,0,0,0,0,non-catholic christian,5,39,110,19,2.7240014,2.7240014,7.4201837,7.4201837,20.212591,20.212591,0,0,0,,always-losers,7,43,9,1,2 to 3 times a month,2.5,0
sto domingo,abraham calacazon,240,0,0,0,0,1,0,0,1,0,0,0,catholic,8,33.400002,113,5,-2.9689994,0,8.8149576,0,-26.171602,0,1,1,,1,always-winners,5,36,6,0,once a month,1,1
sto domingo,bamboli,100,0,0,0,0,0,0,0,1,0,0,0,catholic,5,33.400002,113,5,-3.1639991,0,10.01089,0,-31.674448,0,0,1,1,,winners,2,61,0,0,2 to 3 times a week,10,1
sto domingo,bamboli,250,0,0,0,1,0,0,0,1,0,0,0,catholic,7,35,146,9,-1.5189987,0,2.3073571,0,-3.5048726,0,0,1,1,,winners,4,39,7,0,2 to 3 times a month,2.5,1
quito,chilibulo,290,0,0,0,0,1,0,0,1,0,0,0,non-catholic christian,5,33,102,4,-3.4629989,0,11.992361,0,-41.529533,0,1,1,,1,always-winners,5,37,8,1,once a week,4,1
quito,la ferroviaria,250,0,0,0,0,0,0,0,0,0,0,0,catholic,1,34.200001,121,7,-2.0410018,0,4.1656885,0,-8.5021772,0,0,1,1,,winners,9,62,6,0,only for special occasions,0,0
sto domingo,bamboli,320,0,0,0,0,0,0,0,0,0,0,0,other,5,35,146,9,-1.2819992,0,1.643522,0,-2.1069939,0,0,1,1,,winners,5,29,6,0,2 to 3 times a month,2.5,1
sto domingo,bamboli,120,0,0,0,0,0,0,0,0,0,0,0,catholic,5,34.599998,120,8,-1.8960015,0,3.5948215,0,-6.8157868,0,0,1,1,,winners,3,54,6,0,2 to 3 times a month,2.5,1
quito,chillogallo,102,0,0,0,0,0,0,0,0,0,0,0,catholic,6,35.799999,117,11,-.68499911,0,.46922377,0,-.32141787,0,0,1,1,,winners,6,25,2,0,once a month,1,1
sto domingo,bamboli,300,0,0,0,0,0,0,0,0,0,0,0,catholic,2,34.200001,121,7,-2.3379989,0,5.4662385,0,-12.78006,0,0,1,1,,winners,3,34,9,0,less than once a month,0,1
sto domingo,bamboli,135,0,0,0,0,0,0,0,0,0,0,0,catholic,5,35.400002,120,10,-1.0720001,0,1.1491843,0,-1.2319257,0,0,1,1,,winners,3,37,9,0,2 to 3 times a month,2.5,1
sto domingo,abraham calacazon,300,0,0,0,0,0,0,0,0,0,0,0,catholic,5,40.599998,144,23,4.0679994,4.0679994,16.548618,16.548618,67.319771,67.319771,0,0,0,,always-losers,2,58,9,0,never,0,0
sto domingo,rio verde,115,0,0,0,0,0,0,0,0,0,0,0,other,8,33.400002,113,5,-2.947,0,8.6848087,0,-25.594133,0,0,1,1,,winners,3,39,12,0,2 to 3 times a week,10,1
sto domingo,abraham calacazon,250,0,0,0,0,0,0,1,0,0,0,1,catholic,4,39.400002,133,20,2.8599992,2.8599992,8.179595,8.179595,23.393637,23.393637,0,0,0,,always-losers,3,59,3,0,2 to 3 times a month,2.5,0
sto domingo,rio verde,540,0,0,0,0,0,0,0,0,0,0,1,non-catholic christian,5,35,146,9,-1.5410019,0,2.374687,0,-3.6593971,0,0,1,1,,winners,7,59,4,1,once a week,4,1
sto domingo,abraham calacazon,200,0,0,0,0,0,0,0,1,0,0,0,other,9,38.599998,126,18,2.1809983,2.1809983,4.7567539,4.7567539,10.374472,10.374472,0,0,0,,always-losers,3,56,6,0,2 to 3 times a week,10,0
quito,guamani,170,0,0,0,0,0,0,0,0,0,0,0,catholic,5,34.200001,121,7,-2.3970008,0,5.7456126,0,-13.772239,0,1,1,,1,always-winners,5,30,9,0,2 to 3 times a month,2.5,1
sto domingo,rio verde,150,0,0,0,0,0,0,0,1,0,0,0,non-catholic christian,9,35,146,9,-1.4300019,0,2.0449054,0,-2.9242184,0,0,1,1,,winners,3,56,6,1,2 to 3 times a week,10,1
sto domingo,santo domingo,200,1,0,0,0,1,0,0,1,0,0,0,catholic,8,31.799999,47,1,-4.559999,0,20.793591,0,-94.818756,0,0,1,1,,winners,5,43,10,0,once a week,4,1
sto domingo,santo domingo,200,0,0,0,0,0,0,0,1,0,0,0,catholic,10,33.799999,112,6,-2.4460006,0,5.9829187,0,-14.634223,0,0,1,1,,winners,4,28,6,0,2 to 3 times a month,2.5,1
quito,turubamba,250,0,0,0,0,0,0,0,1,0,0,0,catholic,8,37.400002,103,15,1.1519989,1.1519989,1.3271015,1.3271015,1.5288193,1.5288193,1,0,,0,losers,6,39,9,0,once a week,4,1
sto domingo,rio verde,300,0,0,0,0,0,0,0,1,0,0,0,catholic,2,35.799999,117,11,-.63300097,0,.40069023,0,-.25363731,0,0,1,1,,winners,8,67,0,0,every day,30,1
quito,belisario quevedo,341,0,0,0,0,0,0,0,0,0,0,0,catholic,10,35.400002,120,10,-.90500033,0,.81902558,0,-.74121845,0,1,1,,1,always-winners,4,43,6,0,once a month,1,1
quito,cochapamba,430,0,0,0,0,0,0,0,0,0,0,0,non-catholic christian,10,35,146,9,-1.5389992,0,2.3685186,0,-3.645148,0,0,1,1,,winners,5,28,6,1,2 to 3 times a month,2.5,0
quito,cochapamba,274,1,0,0,0,0,0,0,1,0,1,0,catholic,9,36.200001,171,12,-.086000063,0,.0073960107,0,-.0006360574,0,1,1,,1,always-winners,3,48,10,0,2 to 3 times a month,2.5,0
quito,cochapamba,110,0,0,0,0,0,0,0,1,0,0,0,non-catholic christian,8,39,110,19,2.6200013,2.6200013,6.8644071,6.8644071,17.984755,17.984755,0,0,0,,always-losers,2,65,0,1,2 to 3 times a week,10,0
quito,cochapamba,474,0,0,0,0,1,0,0,0,0,1,0,catholic,8,33,102,4,-3.427999,0,11.751177,0,-40.283024,0,0,1,1,,winners,6,63,6,0,only for special occasions,0,0
quito,cochapamba,323,0,0,0,0,0,0,0,0,0,0,0,catholic,10,40.599998,144,23,4.1620011,4.1620011,17.322254,17.322254,72.095238,72.095238,1,0,,0,losers,5,28,3,0,2 to 3 times a week,10,0
quito,cochapamba,280,0,0,0,0,1,0,0,0,0,0,0,catholic,8,40.599998,144,23,4.2880006,4.2880006,18.38695,18.38695,78.843246,78.843246,1,0,,0,losers,5,28,9,0,once a week,4,0
